99,"Live Deliciously.","McCormick/McCormick & Co., Inc.","LHJ Oct.2010 Vol.CXXVII#9",23,
100,"KEEP IT. SAFE.","Sentry Safe","LHJ Oct.2010 Vol.CXXVII#9",186,
101,"SHAPE UP WHILE YOU WALK.","Shape-Ups/Skechers","LHJ Oct.2010 Vol.CXXVII#9",186,
102,"Let's Fix Dinner.","Stouffer's/Societe des produits Nestle","LHJ Oct.2010 Vol. CXXVII#9",23,
103,"WHAT'S YOUR NUMBER?","V8CSC Brands LP","LHJ Oct.2010 Vol.CXXVII#9",186,
105,"FIGHT STAINS WITH SCIENCE","Wisk/The Sun Products Corporation.","Oct.2010 Vol.CXXVII#9",186,12
108,"World's Leading Maker Of Storage Buildings.","ARROW",,186,
109,"GREEN By Nature. Fashionable By Design.","Ansonylon/Shaw Floors",,186,
110,"It's Something We Never Forget.","Shaw Floors",,186,
111,"Everything You Need And All That You Wish For","The Bay",,186,
112,"Spirit Of Service","Qwest","AJM May 2006 Vol.119#5",186,
113,"One More Way Q_ _ _ _ Brings More Life Into Your Business","Qwest"," May 2006 Vol.119#5",186,166
115,"Good Help To Those In Need.","Bon Secours Health System.","ANT Sept/Oct 2009 Vol.4#8",16,
116,"Opportunities For A Lifetime.","DukeMedicine","ANT Sept/Oct 2009 Vol.4#8",16,
117,"When You Feel Good, We Feel Good.","HACKENSACK UNIVERSITY MEDICAL CENTER","ANT Sept/Oct 2009 Vol.4#8",16,
118,"Gateway To Travel.","HRN SERVICES INC.","ANT Sept/Oct 2009 Vol.4#8",186,
119,"Changing Medicine. Changing Lives.","South Jersey Healthcare.","ANT Sept/Oct 2009 Vol.4#8",16,
120,"Your Calling Is Calling.","monster.com","ANT Sept/Oct 2009 Vol.4#8",186,
121,"A Lifespan Partner.","The Miriam Hospital/Newport Hospital","ANT Sept/Oct 2009 Vol.4#8",16,
122,"SPECIALIZING IN YOU.","PALOMAR POMERADO HEALTH","ANT Sept/Oct 2009 Vol.4#8",16,
123,"San Diego's Health Care Leader.","SHARP","ANT Sept/Oct 2009 Vol.4#8",16,
124,"Center For Nursing Excellence.","Southeast Missouri Hospital.","ANT Sept/Oct.2009 Vol.4#8",16,
125,"The Future Of Nursing Is Here.","University of Wisconsin Hospital & Clinics","ANT Sept/Oct 2009 Vol.4#8",16,
126,"Centered On You.","Franklin Square Hospital Center","ANT Sept/Oct 2009 Vol.4#8",16,
127,"AT THE FOREFRONT OF NURSING EXCELLENCE.","THE UNIVERSITY OF CHICAGO MEDICAL CENTER","ANT Sept/Oct 2009 Vol.4#8",16,
128,"Tenacity Beyond Measure.","UNIVERSITY of VIRGINIA HEALTH SYSTEM.","ANT Sept/Oct 2009 Vol.4#8",16,
129,"ARMY STRONG","U.S.ARMY","ANT Sept/Oct 2009 Vol.4#8",186,
131,"Helps Maintain Healthy Blood Pressure.","ameal bp/Calpis Co., Ltd.","DIV March 2008",49,
132,"Power Plus Power","AZOR/Forest Laboratories","DIV March 2008",4,
133,"PROVEN TO REACH GOAL.","BenicarHct/Daiichi Sankyo, Inc.","DIV March 2008",4,
134,"Rediscover restful legs","Mirapex/Boehringer Ingelheim","DIV March 2008",4,
136,"Delivering What's Next","Boston Scientific","JACC Aug 17, 2010 Vol.56#8",186,23
138,"POWERED BY OUTCOMES.","LIPITOR/Pfizer Ireland pharmaceuticals","JACC Aug 17, 2010 Vol.56#8",4,
140,"Because Health Matters","sanofi aventis","JACC Aug 17, 2010 Vol.56#8",8,
141,"Fight Back. Fight Plaque.","NIASPAN/Abbott","JACC Aug 17, 2010 Vol.56#8",4,
143,"SELECTIVE. CORRECTIVE.","Samsa/Otsuka America Pharmaceuticals, Inc.","JACC Aug 17, 2010 Vol.56#8",4,
144,"A Promise For Life.","Abbott"," Feb.23, 2010 Vol.55 #8",8,23
146,"Dedicated To Research. Devoted To People.","Daiichi-Sankyo"," Feb 23, 2010 Vol.55#8",8,23
147,"Practice innovation And Clinical Excellence.","PINNACLE NETWORK/ACC","JACC Feb 23, 2010 Vol.55#8",186,
148,"A Cornerstone of Oral Therapy.","Tracleer/ACTELION"," Feb 23, 2010 Vol.55 #8",4,23
149,"TEAM UP TO HELP CONTROL BP","TWYNSTA/Boegringer Ingelheim Pharmaceuticals, Inc.","JACC Feb 23, 2010 Vol.55#8",4,
150,"A Smart Option In BP Lowering","Valturna/NOVARTIS."," Feb 23, 2010 Vol.55#8",4,23
153,"Quality Healthcare Close To Home.","Athol Memorial Hospital","NJEM June 15, 2006 Vol.354#24",16,
155,"The Change They Deserve.","EFFEXOR XR/Wyeth Pharmaceuticals Inc.","NEJM June 15, 2006 Vol.354#24",4,
156,"Get Them On Fiber. Keep Them On Fiber.","Fiber-sure/P&G","NEJM June 15, 2006 Vol.354#24",186,
157,"WORKING TOGETHER. MAKING A DIFFERENCE.","IOWA HEALTH PHYSICIANS&CLINICS","NEJM June 15, 2006 Vol.354#24",186,
158,"Lighter Years Ahead.","Levemir/Novo Nordisk Inc","NEJM June 15, 2006 Vol.354#24",4,
160,"Share The Power Of A Wish.","MAKE-A-Wish","NJEJM June 15, 2006 Vol.354#24",186,
161,"Where Patients Come First.","MERCK","NJEM June 15, 2006 Vol.354#24",8,
162,"Give Your Patients The Simplicity of One.","Novolog Mix 70/30/Novo Nordisk","NEJM June 15, 2006 Vol.354#24",4,
163,"Focusing Science To Advance Medicine.","scios","NEJM June 15, 2006 Vol.354#24",8,
164,"POWERFUL PERFORMANCE WHEN YOU WANT IT.","VIAGRA/Pfizer","NJEM June 15, 2006 Vol.354#24",4,
165,"Safety Communication Compliance.","PDRNetwork",,186,
166,"Power. Evidence. Confidence.","LIPITOR/Pfizer","NEJM May 18, 2006 Vol.354#20",4,
168,"Think What's Possible.","Novartis.","NEJM May 18, 2006 Vol.354#20",8,
172,"Show Your Card And Save.","AAA","H&A July/Aug 2006 Vol.27#4",186,
173,"Rent Wisely","Hetrz","H&A July/Aug 2006 Vol.27#4",51,
174,"SEE IT HERE FIRST","firstSTREET","H&A July/Aug 2006 Vol.27#4",11,
175,"Changing The Way The World Sleeps.","TEMPUR-PEDIC","H&A July/Aug 2006 Vol.27#4",186,
176,"Escape Completely.","PRINCESS CRUISES","H&A July/Aug 2006 Vol.27#4",186,
177,"Travel With Someone You Trust.","AAA","H&A July/Aug 2006 Vol.27#4",186,
178,"Get Out There.","Royal Carribean","H&A July/Aug 2006 Vol.27#4",186,
179,"Travel Should Take You Places.","Hilton","H&A July/Aug 2006 Vol.27#4",50,
180,"We Got The Goods.","Wichita","H&A July/Aug 2006 Vol.27#4",17,
181,"Lafayette","Genuine Cajun. Uniquely Creole","H&A July/Aug 2006 Vol.27#4",17,
184,"PARTNERS FOR THE NEXT PART OF YOUR LIFE","AARP","MM March-April 1995",186,
185,"The Drugstore At Your Door","AARP PHARMACY SERVICE.","MM April-May 1994",186,
188,"For Life.","Abu Garcia","FISHERMAN July/Aug/Sep 1997 Vol.10#5",186,
189,"Setting The Standards For Safer Boating","ABYC/American Boat & Yacht Council","MB&S Oct.1996 Vol.178#4",186,
191,"Block Leukotrienes. Help Control Asthma.","ACCOLATE/Zeneca Inc.",,4,
192,"Live Life. We'll Fit In.","ACCU-CHEK/Roche Diagnostics","JAMA Oct 14, 1998 Vol.280#14",186,
194,"Powers The Winners","AC-Delco","R&T June 1997",186,
195,"ACQUIRE THE WORLD.","ACQUION Inc.","Business Week Sept.23, 1996",186,
196,"THE ONE YOU'VE BEEN WAITING FOR.","ACCUFUNDS",,25,
198,"Injecting New Life Into Angiography.","ACIST","TJIC Nov.1999 Vol.11 #11",186,
199,"THE PAIN RELIEVER THAT'S SO SMALL BECAUSE IT'S SO POWERFUL","Actron",,4,
200,"For Citizens Of The World.","MCI WORLD.",,186,
201,"PRECISION CRAFTED PERFORMANCE.","ACURA","Motor Trend May 1991",32,
202,"IMPRESS YOURSELF.","ACURA",,32,
203,"Strength Beyond Numbers.","Chartered Accountants of Canada",,10,
204,"Designed With Purpose. Driven By Passion.","ACURA",,32,
205,"SOME THINGS ARE WORTH THE PRICE.","ACURA",,32,
206,"The Value Of Vision.","acuson",,186,
208,"FOR PHYSICIANS AT LEISURE","DIVERSION","DIV May 2006 Vol.34#6",11,
210,"Power And Versatility. Together.","Caduet/Pfizer","DIV May 2006 Vol.34#6",4,
211,"Recommended #1 OTC For Migraine By Neurologists.","Excedrin/Novartis Consumer Health, Inc.","DIV May 2006 Vol.34#6",4,
212,"POWER TO ENJOY LIFE.","Lexapro/Forest Laboratories, Inc.","DIV May 2006 Vol.34#6",4,
213,"In The Treatment Of Transient Or Chronic Insomnia Leave The Rest To  Lunesta","Lunesta/SEPRACOR INC.","DIV May 2006 Vol.34#6",4,
218,"The Molecular Cardiology Company","Ranexa/CV Therapeutics.","AJC May 1, 2006 Vol.97#9",4,
220,"DISCOVER. LEARN.HEAL. BREAKTHROUGH MEDICINE","MILLER SCHOOL OF MEDICINE.","AJC May 1, 2006 Vol.97#9",186,
221,"Designed For Your Ears. And What's Between Them.","ADCOM","StereoReview's SOUND & VISION Nov.1999",186,
222,"For The Long Run.","Adequan","Practical Horseman Sept. 1995",186,
223,"Seeing Clearly Into The Future.","Adi","PC Computing March 1998",186,
224,"Suddenly, You're Unforgettable.","Adobe","PC Computing June 1998",186,
225,"Focus On What Matters.","ADP","BW May 12, 1997",186,
226,"IT PAYS TO HIRE US.","ADP","BW July 1, 1996",186,
227,"Demand The Best. Prevent The Worst.","ADT","Forbes Nov.15, 1999 Vol.164#12",186,
228,"You Can Test. Or You Can Ad_ _ _ _ _ _t.","Advantest",,186,
230,"TIME WELL SPENT.","A&E","EW Nov.28, 1997",186,
231,"A Policy To Do More.","Aetna",,7,
232,"Build For Retirement. Manage For Life.","Aetna",,7,
233,"Simple Solutions. Based On Human Needs.","Aficio/Ricoh","Newsweek Nov.10, 1997",186,
234,"We Make Your Bottom Line Beautiful.","AIA(American Institute of Architects)","Forbes Nov.4, 1996",186,
236,"Invest With DISCIPLINE.","AIM MUTUAL FUNDS","Money August 1997",25,
237,"SETTING A HIGHER STANDARD","AIMR(Association for Investment Management & Research)","WORTH May 1997",186,
238,"The Nicer Way To Fly.","AIR CANADA","CNT May 1997 10thAnniversary Issue.",3,
239,"SETTING THE STANDARDS.","AIRBUS INDUSTRIE","FORTUNE Sept.4, 1995",186,
240,"WINNING THE HEARTS OF THE WORLD.","AIR FRANCE","TIME April 13, 1998",3,
242,"WE'RE AIMING EVEN HIGHER.","AIR FRANCE.","Newsweek June 25, 1984",3,
243,"Imagine What Your Performance Could Be.","AIR LIQUIDE","BW Oct.7, 1996",186,
244,"Knowing Now Makes The Difference.","AirMedia Live.","BW Nov.4, 1996",186,
245,"Creating The Right Chemistry.","AKZO NOBEL","SILVER KRIS April 1997",186,
246,"Unforgettable.","Alabama","TH Feb 1998",17,
247,"Smiling Faces. Beautiful Places.","South Carolina.","TH Feb 1998",17,
248,"The Professional's Choice","ALADDIN","BYTE Feb 1996",186,
249,"Drive Happy","Alamo","CNT May 1999",51,
251,"Try It. Feel It. Believe It.","Opti-Free Supraclens/Alcon Laboratories, Inc.","People Weekly March 1998",186,
252,"ABSOLUTE POWER FOR THE CREATIVE PROFESSIONAL","ALDUS PAGEMAKER/Aldus Corp.",,186,
253,"The Legendary marque Of High Performance.","ALFA ROMEO","MOTOR TREND May 1991",32,
254,"THE POWER TO EXPRESS YOURSELF.","ALFA ROMEO",,32,
255,"GOLF CLUBS MADE FOR THE WAY YOU WANT TO PLAY","alien SPORT","GM June 1996",186,
256,"MAGNIFICA CLASS. THE BEST OF ITALY","Alitalia","BW May 12, 1997",3,
258,"PRESCRIBE THE FREEDOM","allegra/Hoechst Marion Roussel",,4,
259,"For All Walks Of Life.","Allen Edmonds","Money April 1996",40,
260,"Investing Without Mystery.","Alliance Capital/Alliance Fund Distributors, Inc.","T&L November 1996",25,
261,"Being In Good Hands Is The Only Place To Be.","Allstate","Money Aug.1997",7,
262,"You're In Good Hands.","Allstate","Money Aug.1997",7,
264,"THE IRRESISTIBLE NEW FRAGRANCE FROM CHANEL","ALLURE/Chanel, Inc.","EW Nov.28, 1997",186,
265,"THE BREAKAWAY FROM THE EVERYDAY","curanco","T&L Nov.1996",17,
266,"Because How You Get There Does Make A Difference","ALM/ANTILLEAN AIRLINES","T&L Nov.1996",3,
267,"A Better Kind Of Beautiful.","ALMAY","March 1998",186,12
268,"LISTEN TO WHAT YOUR CD'S REALLY SOUND LIKE.","ALPINE","C&D Nov.1993",186,
269,"Leadership Through Innovation And Technology.","BEL/BEL-TRONICS LIMITED"," Nov.1993",186,33
270,"One Powerful Ace.","ALTACE/Hoechst Marion Roussel",,4,
271,"Smart Is Beautiful","AltaVista Shopping.com","USN&WR Nov.15, 1999 Vol.127#19",186,
272,"THE CURIOUSLY STRONG MINTS.","ALTOIDS/Callard & Bowser-Suchard Inc.","EW March 6, 1998 #421",186,
273,"Feeling Fresh Is Being Free.","always"," Dec.1998 02098 Vol.CXV#12",186,12
274,"IT'S CLEANER. IT'S DRIER. IT'S ALWAYS.","always.","WD May 16, 1995",186,
275,"When You Know Exactly What You Want.","Amana",,186,
279,"SERIOUS NetWORKING","AMERICA'S JOBBANK","USN&WR Nov.15, 1999 Vol.127#19",186,
280,"THE BUSINESS DECISION THAT TAKES YOU PLACES.","AAIRPASS/American Airlines","AW Oct.15, 1997",3,
281,"Something Special In The Air.","American Airlines","BW July 8, 1996",3,
282,"Something Special To Europe","American Airlines","TH March 1996",3,
283,"The Incredible Edible Egg","American Egg Board",,186,
284,"Do More.","American Express","Smithsonian Oct.1997",52,
285,"Don't Leave Home Without You.","American Express",,52,
286,"STAY WITH SOMEONE YOU KNOW AND SEE HOW FAR YOUR MONEY CAN GO.","Holiday Inn",,50,
287,"This Is Where The Difference Shows.","American Express Corporate","BW July 8, 1996",52,
288,"Wall Street Wise. Main Street Smart.","AMERICAN EXPRESS INSTITUTIONAL SERVICES.",,186,
289,"THE CORPORATE CARD TO YOUR SUCCESS.","American Express Corporate","Inc. May 1995",52,
290,"Helping 9 Million Americans Do Better Financially","AMERICAN GENERAL","BW June 16, 1997",25,
291,"The Way Hawaii Was Meant To Be Seen.","AMERICAN HAWAII CRUISES","Travel Holiday Oct.1997",186,
293,"YOUR STRATEGY FOR SUCCESS.","AMERICAN MARKETING ASSOCIATION.","INC. May 1995",186,
294,"Physicians Dedicated To The Health Of America.","American Medical Association.","JAMA March 19, 1997",186,
295,"The Future. NOW Available.","AMERICA Online","BW Oct.14, 1996",186,
296,"Putting Insight Into practice.","ARTHUR ANDERSEN","BW Oct.14, 1996",186,
297,"The World's Most Popular Internet Online Service.","AMERICA Online","BW June 2, 1997",186,
298,"So Easy To Use, No Wonder It's #1","America Online",,186,
299,"Leading The Way In The Search For Cures.","America's Parmaceutical Companies","USN&WR July 7, 1997",186,
300,"THE ALLIANCE FOR YOUTH.","AMERICA'S PROMISE","Dec 1, 1997",186,5
301,"The Network Works. No Excuses.","CISCO SYSTEMS.","Newsweek Dec 1, 1997",186,
302,"People Live Because AmeriCares.","AmeriCares",,186,
303,"Making Travel Less Primitive.","American Tourister.",,186,
304,"Come Grow With Us!","AMERICAN TRAVELLERS LIFE INSURANCE CO.","Best's Review April 1996 Vol.96#12",7,
305,"Every Flight Counts.","AMERICA WEST AIRLINES.","Forbes Nov.15, 1999 Vol.164#12",3,
306,"AMERICA'S AFFORDABLE ALL-SUITE HOTELS.","AMERISUITES","AW May 15, 1998",50,
307,"YOUR LINK TO BETTER COMMUNICATION.","Ameritech","BW Oct.21, 1996",186,
308,"SMARTEST WAY TO TRADE. PERIOD.","Ameritrade.","PC Computing Dec.1997",25,
309,"The Chemistry's Right At A_ _ _ _.","Amoco Chemicals","BW Oct.7, 1996",186,
310,"Developing India- Through Innovative Finance.","Industrial Development Bank Of India","BW Oct.7, 1996",2,
312,"Connecting At A Higher Level.","AMP","BW Dec.16, 1996",186,
315,"The Business Opportunity Company.","Amway","TIME Dec. 15, 1997",186,
316,"The Future Of Web Hosting","ANASERVE","PCC June 1998.",186,
317,"HAVE YOU DRIVEN A FORD LATELY?","Ford","TIME Dec. 15, 1997",32,
318,"Worryproof. Timeproof. A_ _ _ _ _ _n Windows.","Andersen","BH&G March 1998",186,
319,"Demand The Absolute Best","Andiamo","AW Nov.15, 1997",186,
320,"It's Not Just A Name, It's A Feeling.","Angel Soft/Georgia-Pacific","WD July 15, 1997",186,
321,"The ""All animals, All the time"" Cable Channel.","Animal Planet","People Weekly July 20, 1998",186,
322,"One Of The World's Great Airlines.","ANSETTAUSTRALIA",,3,
323,"THE KEY TO HIGH END AUDIO-VIDEO","ANTHEM","SRS&V Nov.1999",186,
324,"Practical Tools For Modern Management.","Apian Software","AW Nov.15, 1997",186,
325,"Think Different.","Apple","Mar 16, 1998",34,5
326,"THE RIGHT WAY. THE W_ _ _ _ _ _ WAY","WYNDHAM HOTELS & RESORT.","Newsweek March 16, 1998",50,
327,"We Don't Just Want To Make Computers. We Want To Make A Difference.","Apple",,186,
329,"THE INFORMATION AGE STARTS HERE.","APPLIED MATERIALS.","AW Nov.15, 1997",186,
330,"The Notebook Memory Experts.","APRICORN.","Windows Sources June 1996 Vol.4#6",186,
332,"THE NEW BREED OF BOOT","ARIAT/Ariat International, Inc.","PH Sept.1995",186,
333,"Consider The Possibilities.","Arizona Department Of Commerce.","Forbes Nov.4, 1996",17,
334,"THE NATURAL STATE.","Arkansas.","BH&G Sept.1997",17,
335,"BE DIFFERENT, BE BEAUTIFUL.","Armitron Now.","Dec.1999",186,12
336,"Makes Your Home So Nice To Come Home To.","Armstrong","Home April 1988",186,
337,"The Beauty Is, It Stays That Way.","Armstrong","LHJ March 1998",186,
338,"ARMY. BE ALL YOU CAN BE.","U.S.ARMY","C&D July 1995",186,
339,"Improving Outcomes Through Catheter Technology.","ARROW INTERNATIONAL","Circulation Feb.10, 1998 Vol.97#5",186,
340,"The New Symbol For Quality In America.","Buick/GM","MM March-April 1995",32,
341,"Putting Insight Into Practice.","ARTHUR ANDERSEN.",,10,
342,"HELPING IMPROVE YOUR BUSINESS PERFORMANCE.","ARTHUR ANDERSEN","Smithsonian Nov.1997",10,
343,"Best Practices Putting Insight Into Practice.","ARTHUR ANDERSEN",,10,
344,"A WHOLE DIFFERENT ANIMAL.","ARCTIC CAT","FIELD & STREAM March 1998",186,
345,"A_ _ _ _A MAKES EVERY WALL A WORK OF ART.","florida tile","Home May 1991",186,
347,"THE JEWEL OF ASIA","Asiana Airlines","Forbes Nov.4, 1996",3,
348,"FRAGRANCE FOR MEN.","ASPEN","Ski Sept.1995",186,
349,"Where Things Are HAPPENING.","AST COMPUTER","BW Aug.5, 1996",186,
350,"The product Of Our Obsession.","AST COMPUTER",,186,
351,"A_ _ _ _ CONDOMINIUM RESORTS, AT HOME IN HAWAII.","ASTON Hotels & Resorts",,50,
352,"MAUI'S SUITE SENSATION.","KEA LANI HOTEL SUITES & VILLAS",,50,
354,"Slip Into Something Comfortable . . .","Astroglide/BioFilm, Inc.","Men's Fitness Sept.1998",186,
356,"Perfecting The PC","ATI",,186,
357,"Now You See It.","ATI","Macworld Nov.1997",186,
358,"WE ARE ULTRASOUND.","ATL"," May 1998 Vol.31#6",186,23
359,"INNOVATIVE HOME THEATER.","Atlantic Technology.","SRS&V Nov.1999",186,
360,"SKIING IS IN OUR BLOOD.","ATOMIC","Ski Sept.1995",186,
361,"STOP IT FROM THE START.","ATROVENT NASAL SPRAY/Boehringer Ingelheim.","Newsweek Nov.3, 1997",186,
362,"We Give Your Business The Credit It Deserves.","AT&T","INC. May 1995",186,
363,"Come Fly Our Friendly Skies.","UNITED AIRLINES.","INC. May 1995",3,
364,"Your True Choice.","AT&T","BW Oct.21, 1996",186,
365,"For The Life Of Your Business.","AT&T","INC. May 1995",186,
366,"Technology That Sets You Free.","AT&T Wireless Services.",,186,
368,"True USA Savings","AT&T",,186,
369,"The Network The World Works On.","AT&T Canada","TIME/Can. Edition June 28, 1999 Vol.154#25",186,
370,"Share The Wonder.","Alabama",,17,
371,"A_ _ _ _ _ _ The Beautiful","Alabama",,17,
372,"Where America Finds Its Voice. A_ _ _ _ _ _.","Alabama",,17,
373,"Beyond Your Dreams, Within Your Reach","Alaska",,17,
374,"The Grand Canyon State.","Arizona",,17,
376,"Find Yourself Here.","California",,17,
377,"Colorful C_ _ _ _ _ _ _.","Colorado",,17,
378,"Enter A Higher State.","Colorado",,17,
379,"Pike's Peak Or Bust.","Colorado",,17,
380,"Rocky Mountain High","Colorado",,17,
381,"Where The Columbines Grow.","Colorado",,17,
382,"Full Of Surprises","Connecticut",,17,
383,"Better Yet, Co_ _ _ _ _ _ _ _ _.","Connecticut",,17,
384,"It's Good Being First.","Delaware",,17,
385,"Small Wonder","Delaware",,17,
